_RAJ2000;_DEJ2000;RAJ2000;e_RAJ2000;DEJ2000;e_DEJ2000;Sp;e_Sp;St;e_St;MajAxis;MinAxis;PA;dMajAxis;dMinAxis;dPA;Mosaic;Nm;Xpos;Ypos
62.082;-65.7643333;04 08 19.68;1.5;-65 45 51.60;1.7;1294.0;39.0;1294.0;39.0;50.1;45.0;88.1;0.0;0.0;     ;J0400M64;1;425.4;111.0
62.0845;-65.7523611;04 08 20.28;1.5;-65 45 08.50;1.7;24440.0;733.2;24444.0;733.3;50.1;45.0;178.1;0.0;0.0;     ;J0400M64;1;424.9;114.5
62.2019583;-75.12222220000001;04 08 48.47;1.5;-75 07 20.00;1.7;20830.0;624.9;21112.0;633.4;47.0;45.0;174.7;0.0;0.0;     ;J0345M76;2;205.8;938.3
62.593875;-52.547972200000004;04 10 22.53;1.5;-52 32 52.70;1.7;1792.0;53.8;1792.0;53.8;57.1;45.0;88.0;0.0;0.0;     ;J0400M52;2;189.0;407.4
62.8417917;-35.2169167;04 11 22.03;1.5;-35 13 00.90;1.7;1171.0;35.2;1396.0;42.0;76.6;58.6;120.0;0.0;0.0;     ;J0412M36;1;747.3;565.6
62.9962083;-64.6071389;04 11 59.09;1.5;-64 36 25.70;1.7;1499.0;45.0;1879.0;70.1;60.5;47.0;149.6;36.2;0.0;140.1;J0430M64;2;1336.4;435.4
63.200083299999996;-56.0135556;04 12 48.02;1.5;-56 00 48.80;1.7;3341.0;100.2;3853.0;147.2;61.7;45.7;174.4;29.7;0.0;168.2;J0400M56;2;119.9;570.1
63.2534583;-34.5032222;04 13 00.83;1.5;-34 30 11.60;1.7;2285.0;68.6;2301.0;69.1;76.6;47.8;66.5;0.0;0.0;     ;J0412M36;1;636.6;702.8
63.788625;-42.3968611;04 15 09.27;1.5;-42 23 48.70;1.7;1200.0;36.0;1305.0;39.2;64.8;55.7;35.3;0.0;0.0;     ;J0420M44;1;997.8;852.9
64.9447917;-39.8349722;04 19 46.75;1.5;-39 50 05.90;1.7;1699.0;51.0;1721.0;51.7;70.0;57.3;142.3;0.0;0.0;     ;J0420M40;1;718.9;488.7
65.155125;-41.4357222;04 20 37.23;1.5;-41 26 08.60;1.7;1188.0;35.7;1188.0;35.7;70.0;47.5;114.7;0.0;0.0;     ;J0420M40;1;666.9;152.0
65.1776667;-57.93975;04 20 42.64;1.5;-57 56 23.10;1.7;1261.0;37.9;1261.0;37.9;54.3;45.2;7.8;0.0;0.0;     ;J0424M56;2;847.9;58.1
65.234125;-62.393777799999995;04 20 56.19;1.5;-62 23 37.60;1.7;5617.0;168.5;5619.0;168.6;50.1;45.2;81.5;0.0;0.0;     ;J0430M64;1;1048.5;1100.9
65.7262083;-33.252416700000005;04 22 54.29;1.5;-33 15 08.70;1.7;1347.0;40.5;1347.0;40.5;84.9;45.0;1.0;0.0;0.0;     ;J0430M32;1;1190.4;154.7
65.945625;-34.0445278;04 23 46.95;1.5;-34 02 40.30;1.7;1720.0;51.7;1996.0;60.0;76.6;62.0;29.9;0.0;0.0;     ;J0430M36;2;1126.5;789.1
67.2605833;-53.827722200000004;04 29 02.54;1.5;-53 49 39.80;1.7;1124.0;33.8;1290.0;38.8;57.1;52.7;107.8;0.0;0.0;     ;J0424M52;1;461.5;83.1
67.29245829999999;-53.8256111;04 29 10.19;1.5;-53 49 32.20;1.7;1901.0;57.1;2859.0;116.4;67.9;58.5;41.1;46.6;24.1; 66.2;J0424M52;1;455.4;83.5
67.4169583;-36.5154167;04 29 40.07;1.5;-36 30 55.50;1.7;3610.0;108.3;3611.0;108.4;76.6;46.2;73.6;0.0;0.0;     ;J0430M36;1;726.8;315.8
68.2508333;-29.937861100000003;04 33 00.20;1.5;-29 56 16.30;1.7;1494.0;44.9;1760.0;52.9;84.9;68.1;137.4;0.0;0.0;     ;J0430M32;1;492.1;731.2
69.2815;-33.2025833;04 37 07.56;1.5;-33 12 09.30;1.7;1222.0;36.8;1273.0;38.3;85.4;50.1;8.7;0.0;0.0;     ;J0430M32;1;217.2;163.3
69.2863333;-64.982;04 37 08.72;1.5;-64 58 55.20;1.7;1563.0;46.9;1995.0;73.2;62.4;46.3;25.5;38.7;0.0; 32.8;J0430M64;1;457.8;342.0
69.401875;-29.901805600000003;04 37 36.45;1.5;-29 54 06.50;1.7;1564.0;47.0;1592.0;47.8;84.9;59.6;17.9;0.0;0.0;     ;J0430M32;1;165.5;735.3
70.071125;-43.5525;04 40 17.07;1.5;-43 33 09.00;1.7;5838.0;175.2;5858.0;175.8;64.8;51.2;156.9;0.0;0.0;     ;J0440M44;1;688.1;591.7
70.1400417;-42.4884167;04 40 33.61;1.5;-42 29 18.30;1.7;1144.0;34.4;1210.0;36.3;64.8;54.1;48.3;0.0;0.0;     ;J0440M44;1;671.2;833.6
71.0605833;-59.4148056;04 44 14.54;1.5;-59 24 53.30;1.7;2057.0;61.7;2094.0;62.8;52.0;46.9;156.7;0.0;0.0;     ;J0500M60;2;1360.5;760.0
72.13775;-52.685805599999995;04 48 33.06;1.5;-52 41 08.90;1.7;1803.0;54.1;1931.0;58.0;57.1;52.2;42.0;0.0;0.0;     ;J0448M52;1;677.7;379.1
72.194375;-62.273805599999996;04 48 46.65;1.5;-62 16 25.70;1.7;1117.0;33.5;1226.0;48.3;55.0;45.0;4.0;22.8;0.0;  7.7;J0500M64;1;1132.0;1133.2
73.47675;-41.9488611;04 53 54.42;1.5;-41 56 55.90;1.7;1206.0;36.2;1266.0;38.0;70.0;52.0;58.0;0.0;0.0;     ;J0500M40;2;1075.7;42.1
73.80933329999999;-30.111888899999997;04 55 14.24;1.5;-30 06 42.80;1.7;3937.0;118.2;4342.0;130.3;85.3;57.1;162.6;0.0;0.0;     ;J0448M32;1;192.9;699.1
73.9605833;-46.266611100000006;04 55 50.54;1.5;-46 15 59.80;1.7;2817.0;84.5;2874.0;86.3;60.6;50.6;129.7;0.0;0.0;     ;J0500M48;1;940.2;944.3
74.3164167;-40.4225556;04 57 15.94;1.5;-40 25 21.20;1.7;1674.0;50.3;1831.0;55.0;70.0;56.4;130.0;0.0;0.0;     ;J0500M40;1;875.3;364.7
76.68229170000001;-61.161527799999995;05 06 43.75;1.5;-61 09 41.50;1.7;3008.0;90.3;3124.0;93.7;52.0;48.2;59.5;0.0;0.0;     ;J0500M60;1;439.5;278.9
76.8545;-50.2230278;05 07 25.08;1.5;-50 13 22.90;1.7;1111.0;33.4;1184.0;35.6;57.1;47.9;92.2;0.0;0.0;     ;J0512M52;1;944.8;1012.7
76.9852917;-38.7110278;05 07 56.47;1.5;-38 42 39.70;1.7;1843.0;55.3;1844.0;55.4;70.0;45.0;178.8;0.0;0.0;     ;J0500M40;1;198.1;721.5
77.5765417;-57.328277799999995;05 10 18.37;1.5;-57 19 41.80;1.7;2733.0;82.0;2793.0;83.8;54.3;47.9;120.1;0.0;0.0;     ;J0512M56;1;779.8;224.5
77.7574583;-33.2670278;05 11 01.79;1.5;-33 16 01.30;1.7;1423.0;42.8;1594.0;47.9;84.9;55.0;117.4;0.0;0.0;     ;J0506M32;1;360.9;153.2
78.224375;-48.3980278;05 12 53.85;1.5;-48 23 52.90;1.7;2409.0;72.3;2840.0;85.3;61.6;52.4;79.4;0.0;0.0;     ;J0520M48;1;1090.8;423.9
78.6371667;-48.758638899999994;05 14 32.92;1.5;-48 45 31.10;1.7;1603.0;48.2;2268.0;83.0;73.6;54.6;139.7;52.0;0.0;121.3;J0520M48;1;999.0;337.6
78.7985;-49.5523333;05 15 11.64;1.5;-49 33 08.40;1.7;1426.0;42.8;1557.0;46.8;63.4;47.6;168.3;0.0;0.0;     ;J0520M48;1;960.1;145.0
78.905375;-67.3578333;05 15 37.29;1.5;-67 21 28.20;1.7;2400.0;72.0;2400.0;72.0;48.5;45.0;92.0;0.0;0.0;     ;J0524M68;1;968.8;844.7
78.9369167;-45.9456111;05 15 44.86;1.5;-45 56 44.20;1.7;1357.0;40.8;1595.0;47.9;61.0;53.2;69.8;0.0;0.0;     ;J0520M48;2;946.9;1022.3
79.0295833;-42.8640833;05 16 07.10;1.5;-42 51 50.70;1.7;1148.0;34.5;1220.0;36.7;64.8;48.2;80.4;0.0;0.0;     ;J0520M44;1;937.8;747.3
79.8608333;-45.766361100000005;05 19 26.60;1.5;-45 45 58.90;1.7;15500.0;465.0;17134.0;514.0;64.8;49.7;89.2;0.0;0.0;     ;J0520M44;1;736.8;88.5
79.89225;-45.7602778;05 19 34.14;1.5;-45 45 37.00;1.7;1542.0;46.4;3903.0;134.0;129.6;60.8;33.9;115.6;30.2; 38.5;J0520M44;1;729.6;89.9
79.9111667;-45.7676111;05 19 38.68;1.5;-45 46 03.40;1.7;4586.0;137.6;54636.0;1651.0;248.3;141.4;106.0;243.9;126.3;105.2;J0520M44;1;725.3;88.2
79.9645;-45.7826944;05 19 51.48;1.5;-45 46 57.70;1.7;1123.0;33.9;2263.0;74.2;112.4;55.8;34.8;96.3;0.0; 41.3;J0520M44;1;713.1;84.8
80.0137083;-45.7887778;05 20 03.29;1.5;-45 47 19.60;1.7;8050.0;241.5;43014.0;1334.0;143.2;110.5;109.6;135.2;90.6;105.7;J0520M44;1;701.9;83.4
80.0279583;-45.794388899999994;05 20 06.71;1.5;-45 47 39.80;1.7;3148.0;94.5;3149.0;94.5;64.8;47.0;66.1;0.0;0.0;     ;J0520M44;1;698.6;82.1
80.741;-36.458611100000006;05 22 57.84;1.5;-36 27 31.00;1.7;18877.0;566.3;22653.0;679.6;77.9;55.5;117.1;0.0;0.0;     ;J0524M36;1;773.2;326.7
80.7434167;-36.4638611;05 22 58.42;1.5;-36 27 49.90;1.8;1226.0;37.0;6265.0;197.2;248.8;78.1;162.3;237.5;60.8;161.1;J0524M36;1;772.5;325.7
80.88745829999999;-32.856333299999996;05 23 32.99;1.5;-32 51 22.80;1.7;1364.0;41.0;1849.0;55.6;84.9;75.0;133.3;0.0;0.0;     ;J0524M32;1;735.9;225.5
81.1671667;-56.98072220000001;05 24 40.12;1.5;-56 58 50.60;1.7;1449.0;43.5;1514.0;45.5;54.3;50.4;47.2;0.0;0.0;     ;J0512M56;2;140.5;308.2
81.2595833;-69.64411109999999;05 25 02.30;1.5;-69 38 38.80;1.7;2020.0;60.6;5453.0;185.2;88.9;66.5;33.3;75.2;47.9; 35.9;J0524M68;1;675.4;155.1
81.380375;-45.965388899999994;05 25 31.29;1.5;-45 57 55.40;1.7;1919.0;57.6;2063.0;62.0;60.6;54.6;137.8;0.0;0.0;     ;J0520M48;2;391.0;1016.6
82.6050417;-54.906138899999995;05 30 25.21;1.5;-54 54 22.10;1.7;1186.0;35.6;1232.0;37.0;54.3;47.6;70.8;0.0;0.0;     ;J0536M56;1;967.4;879.6
82.8148333;-30.53775;05 31 15.56;1.5;-30 32 15.90;1.7;1204.0;36.2;1213.0;36.5;84.9;51.6;10.3;0.0;0.0;     ;J0524M32;1;193.5;625.3
83.1995;-63.80497220000001;05 32 47.88;1.5;-63 48 17.90;1.7;1474.0;44.2;1654.0;49.6;50.8;49.8;74.2;0.0;0.0;     ;J0530M64;1;603.9;690.9
83.4139583;-45.875916700000005;05 33 39.35;1.5;-45 52 33.30;1.7;1731.0;52.0;1834.0;55.1;64.8;50.2;65.6;0.0;0.0;     ;J0540M44;1;1066.3;61.2
83.6094167;-51.2204722;05 34 26.26;1.5;-51 13 13.70;1.7;1400.0;42.0;1474.0;44.3;57.1;47.5;80.9;0.0;0.0;     ;J0536M52;1;785.1;756.9
83.6803333;-61.3628056;05 34 43.28;1.5;-61 21 46.10;1.7;1299.0;39.0;1300.0;39.0;52.0;45.0;179.0;0.0;0.0;     ;J0530M60;1;519.9;223.4
83.7478333;-56.5831111;05 34 59.48;1.5;-56 34 59.20;1.7;1347.0;40.4;1356.0;40.7;54.4;45.3;8.6;0.0;0.0;     ;J0536M56;1;750.5;426.7
84.0569583;-49.73975;05 36 13.67;1.5;-49 44 23.10;1.7;3003.0;90.1;3664.0;110.0;60.7;54.9;86.5;0.0;0.0;     ;J0540M48;1;904.5;100.0
84.6465833;-69.10416670000001;05 38 35.18;1.5;-69 06 15.00;1.7;1447.0;43.5;7154.0;225.1;145.9;74.1;178.9;137.6;58.8;178.9;J0600M68;2;1329.0;293.9
84.7035833;-69.08077779999999;05 38 48.86;1.5;-69 04 50.80;1.7;1508.0;45.3;5537.0;178.7;104.9;76.5;110.7;94.6;59.5;109.5;J0600M68;2;1323.0;301.5
84.7090833;-44.0861944;05 38 50.18;1.5;-44 05 10.30;1.7;3431.0;103.0;3524.0;105.8;64.8;50.8;55.1;0.0;0.0;     ;J0540M44;1;773.4;470.3
85.103625;-53.0626667;05 40 24.87;1.5;-53 03 45.60;1.7;1300.0;39.0;1352.0;40.6;57.1;46.8;90.4;0.0;0.0;     ;J0536M52;1;488.0;280.7
85.4599583;-73.5371944;05 41 50.39;1.5;-73 32 13.90;1.7;1718.0;51.6;1810.0;54.3;48.8;46.1;33.3;0.0;0.0;     ;J0515M72;2;84.1;158.7
85.61225;-48.840444399999996;05 42 26.94;1.5;-48 50 25.60;1.7;1480.0;44.4;1553.0;46.6;60.6;53.7;141.6;0.0;0.0;     ;J0540M48;1;573.1;319.2
86.9080833;-44.5199167;05 47 37.94;1.5;-44 31 11.70;1.7;2387.0;71.7;2472.0;74.2;64.8;50.9;156.4;0.0;0.0;     ;J0540M44;1;259.8;368.2
87.010375;-45.906611100000006;05 48 02.49;1.5;-45 54 23.80;1.7;1226.0;36.8;1270.0;38.1;60.6;51.2;50.4;0.0;0.0;     ;J0540M48;4;247.3;1028.6
87.058125;-48.2811667;05 48 13.95;1.5;-48 16 52.20;1.7;1106.0;33.2;1174.0;35.3;61.5;47.2;101.8;0.0;0.0;     ;J0600M48;2;1345.4;446.5
87.3447083;-40.852277799999996;05 49 22.73;1.5;-40 51 08.20;1.7;3446.0;103.4;3521.0;105.7;70.0;59.2;36.5;0.0;0.0;     ;J0600M40;2;1362.1;268.4
87.3551667;-40.856694399999995;05 49 25.24;1.5;-40 51 24.10;1.7;1539.0;46.3;1539.0;46.3;70.0;52.0;162.2;0.0;0.0;     ;J0600M40;2;1359.4;267.5
87.7066667;-31.74075;05 50 49.60;1.5;-31 44 26.70;1.7;1395.0;41.9;1540.0;46.3;84.9;50.7;102.7;0.0;0.0;     ;J0542M32;2;91.0;415.6
88.3085;-46.1796667;05 53 14.04;1.5;-46 10 46.80;1.7;1657.0;49.7;1666.0;50.0;60.6;45.5;99.8;0.0;0.0;     ;J0600M48;1;1088.2;963.5
89.0640417;-32.386;05 56 15.37;1.5;-32 23 09.60;1.7;1733.0;52.1;2211.0;66.5;84.9;60.7;112.9;0.0;0.0;     ;J0600M32;1;963.7;306.5
90.511625;-38.319861100000004;06 02 02.79;1.5;-38 19 11.50;1.7;1702.0;51.1;1981.0;59.5;70.0;56.9;59.1;0.0;0.0;     ;J0600M40;1;573.6;807.2
90.7745417;-79.5806667;06 03 05.89;1.5;-79 34 50.40;1.7;2268.0;68.1;2280.0;68.4;45.7;45.3;73.0;0.0;0.0;     ;J0600M80;1;659.2;828.8
90.7985;-34.4458611;06 03 11.64;1.5;-34 26 45.10;1.7;1444.0;43.4;2201.0;77.8;96.9;62.0;28.7;71.0;0.0; 50.2;J0600M36;1;489.5;713.4
91.0607917;-31.932166700000003;06 04 14.59;1.5;-31 55 55.80;1.7;3567.0;107.1;3568.0;107.1;84.9;46.2;174.9;0.0;0.0;     ;J0600M32;1;410.4;385.0
91.4745;-35.3026111;06 05 53.88;1.5;-35 18 09.40;1.7;1798.0;54.0;1799.0;54.0;76.6;50.9;124.3;0.0;0.0;     ;J0600M36;1;311.2;547.4
91.9787083;-60.53072220000001;06 07 54.89;1.5;-60 31 50.60;1.7;1392.0;41.8;1400.0;42.0;52.0;46.3;63.9;0.0;0.0;     ;J0600M60;1;386.5;456.5
92.5565;-74.53275;06 10 13.56;1.5;-74 31 57.90;1.7;1651.0;49.6;1816.0;71.9;51.0;45.0;177.8;21.3;0.0;177.2;J0600M76;1;481.9;1145.2
93.377625;-47.4545;06 13 30.63;1.5;-47 27 16.20;1.7;1318.0;39.6;1318.0;39.6;60.6;48.4;21.2;0.0;0.0;     ;J0620M48;1;1064.0;653.9
93.7722917;-82.621;06 15 05.35;1.5;-82 37 15.60;1.7;1715.0;51.5;1769.0;53.1;46.6;45.0;19.9;0.0;0.0;     ;J0600M84;1;546.6;1144.6
94.1496667;-34.93825;06 16 35.92;1.5;-34 56 17.70;1.7;3704.0;111.2;3705.0;111.2;76.6;45.0;0.2;0.0;0.0;     ;J0618M36;1;799.0;619.1
94.38425;-36.5707778;06 17 32.22;1.5;-36 34 14.80;1.7;3030.0;91.0;3031.0;91.0;76.6;49.4;120.8;0.0;0.0;     ;J0618M36;1;735.4;305.2
94.9877917;-37.195583299999996;06 19 57.07;1.5;-37 11 44.10;1.7;1371.0;41.2;1999.0;60.1;76.6;69.9;122.3;0.0;0.0;     ;J0618M36;1;577.8;184.8
95.014625;-37.1916667;06 20 03.51;1.5;-37 11 30.00;1.7;1394.0;41.9;2057.0;61.9;79.0;73.2;143.1;0.0;0.0;     ;J0618M36;1;570.8;185.6
95.2547083;-45.0776944;06 21 01.13;1.5;-45 04 39.70;1.7;1965.0;59.0;2028.0;60.9;64.8;46.5;95.1;0.0;0.0;     ;J0620M44;1;646.1;244.9
95.42833329999999;-52.691277799999995;06 21 42.80;1.5;-52 41 28.60;1.7;1951.0;58.6;2783.0;102.9;68.5;54.6;55.7;49.2;0.0; 69.7;J0624M52;1;818.4;377.4
95.471;-59.5855;06 21 53.04;1.5;-59 35 07.80;1.7;1226.0;36.8;1298.0;39.0;52.0;48.7;66.9;0.0;0.0;     ;J0630M60;1;1041.1;724.0
96.5895417;-53.685888899999995;06 26 21.49;1.5;-53 41 09.20;1.7;4518.0;135.6;6343.0;219.8;79.2;45.9;11.5;55.4;0.0; 16.0;J0624M52;1;590.7;120.9
96.5984167;-53.7016111;06 26 23.62;1.5;-53 42 05.80;1.7;1671.0;50.2;3097.0;105.2;84.4;56.7;104.3;71.0;0.0;100.9;J0624M52;1;589.1;116.9
96.7040833;-54.555;06 26 48.98;1.5;-54 33 18.00;1.7;1275.0;38.3;1936.0;65.7;81.4;45.8;13.0;61.2;0.0; 16.1;J0624M56;1;571.4;976.5
96.776875;-35.4863611;06 27 06.45;1.5;-35 29 10.90;1.7;1652.0;49.6;4592.0;149.8;125.7;76.4;98.2;117.1;0.0; 95.9;J0636M36;2;1297.3;509.8
96.779875;-35.488805600000006;06 27 07.17;1.5;-35 29 19.70;1.7;1675.0;50.3;1688.0;50.7;76.6;48.7;11.8;0.0;0.0;     ;J0636M36;2;1296.5;509.4
98.9377083;-75.2709167;06 35 45.05;1.5;-75 16 15.30;1.7;5376.0;161.3;5377.0;161.3;46.4;45.5;56.1;0.0;0.0;     ;J0645M76;1;897.4;911.9
99.6886667;-43.0263056;06 38 45.28;1.5;-43 01 34.70;1.7;1294.0;38.9;1294.0;38.9;64.8;45.0;0.2;0.0;0.0;     ;J0640M44;1;779.5;711.3
99.8265;-78.2581111;06 39 18.36;1.5;-78 15 29.20;1.7;1780.0;53.4;1781.0;53.5;45.7;45.0;5.1;0.0;0.0;     ;J0700M80;2;1049.1;1240.2
100.3225;-35.9095833;06 41 17.40;1.5;-35 54 34.50;1.7;1225.0;36.8;1277.0;38.4;76.6;56.8;133.3;0.0;0.0;     ;J0636M36;1;354.5;431.0
100.5625417;-55.3976389;06 42 15.01;1.5;-55 23 51.50;1.7;1133.0;34.0;1213.0;36.4;54.3;49.4;144.3;0.0;0.0;     ;J0648M56;1;972.1;746.1
100.8204583;-45.9223611;06 43 16.91;1.5;-45 55 20.50;1.7;1381.0;41.5;1461.0;43.9;60.6;54.3;135.3;0.0;0.0;     ;J0640M48;2;518.2;1028.5
102.0451667;-39.940138899999994;06 48 10.84;1.5;-39 56 24.50;1.7;1569.0;47.1;1668.0;50.1;73.6;45.8;3.2;0.0;0.0;     ;J0640M40;1;191.9;462.8
102.0495833;-39.9657778;06 48 11.90;1.5;-39 57 56.80;1.7;1296.0;38.9;1445.0;43.4;70.0;55.6;152.4;0.0;0.0;     ;J0640M40;1;191.0;457.4
102.201375;-47.57425;06 48 48.33;1.5;-47 34 27.30;1.7;3190.0;95.7;3190.0;95.7;60.6;45.0;178.4;0.0;0.0;     ;J0640M48;2;219.1;622.4
103.1722083;-56.7146944;06 52 41.33;1.5;-56 42 52.90;1.7;1929.0;57.9;2043.0;61.3;54.4;48.4;29.8;0.0;0.0;     ;J0648M56;1;494.5;389.6
104.3210833;-32.0593333;06 57 17.06;1.5;-32 03 33.60;1.7;2178.0;65.4;2214.0;66.5;84.9;46.6;76.5;0.0;0.0;     ;J0654M32;1;477.3;363.3
104.553375;-65.74786110000001;06 58 12.81;1.5;-65 44 52.30;1.7;2716.0;81.5;3498.0;155.7;55.0;53.0;122.6;30.9;18.7; 99.4;J0700M64;1;765.0;119.8
105.5382083;-47.442666700000004;07 02 09.17;1.5;-47 26 33.60;1.7;1659.0;49.8;2138.0;64.2;64.1;56.7;129.3;0.0;0.0;     ;J0700M48;1;585.9;659.2
106.47495829999998;-42.8147222;07 05 53.99;1.5;-42 48 53.00;1.7;1787.0;53.6;2206.0;66.2;64.8;55.6;92.4;0.0;0.0;     ;J0700M44;1;350.9;757.2
106.74941670000001;-50.3741667;07 06 59.86;1.5;-50 22 27.00;1.7;1303.0;39.1;1510.0;45.3;57.1;54.7;120.4;0.0;0.0;     ;J0712M52;1;966.0;973.5
107.395;-36.0637778;07 09 34.80;1.5;-36 03 49.60;1.7;1205.0;36.2;1307.0;39.3;76.6;48.9;94.6;0.0;0.0;     ;J0712M36;1;865.1;402.4
107.813625;-47.1114167;07 11 15.27;1.5;-47 06 41.10;1.7;1172.0;35.2;1382.0;41.5;60.6;55.0;61.7;0.0;0.0;     ;J0720M48;2;1191.9;735.0
108.25691670000002;-64.48588889999999;07 13 01.66;1.5;-64 29 09.20;1.7;1290.0;38.7;1399.0;42.0;51.9;47.4;148.4;0.0;0.0;     ;J0730M64;2;1302.6;473.2
109.13104170000001;-36.73825;07 16 31.45;1.5;-36 44 17.70;1.7;1162.0;34.9;1162.0;34.9;76.6;45.0;179.3;0.0;0.0;     ;J0712M36;1;408.4;272.0
109.23779170000002;-81.0661667;07 16 57.07;1.5;-81 03 58.20;1.7;1106.0;33.2;1156.0;34.7;47.5;45.2;144.3;0.0;0.0;     ;J0700M80;2;489.8;342.7
110.061125;-55.4215556;07 20 14.67;1.5;-55 25 17.60;1.7;2310.0;69.3;3339.0;117.8;72.7;49.1;156.0;50.4;0.0;147.5;J0712M56;1;322.3;737.2
110.32670829999999;-52.9453889;07 21 18.41;1.5;-52 56 43.40;1.7;1598.0;48.0;1838.0;55.2;57.6;52.7;133.6;0.0;0.0;     ;J0712M52;1;246.3;306.4
